"filename", "language", "HTML", "JavaScript", "XML", "Properties", "CSS", "Java", "comment", "blank", "total"
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\SpringwebappApplication.java", "Java", 0, 0, 0, 0, 0, 24, 0, 10, 34
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\advice\FileExceptionAdvice.java", "Java", 0, 0, 0, 0, 0, 28, 0, 8, 36
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\advice\RestErrorAdvice.java", "Java", 0, 0, 0, 0, 0, 61, 0, 32, 93
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\config\PropertyConfig.java", "Java", 0, 0, 0, 0, 0, 7, 0, 6, 13
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\config\WebConfig.java", "Java", 0, 0, 0, 0, 0, 10, 0, 8, 18
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\controller\admin\AdminController.java", "Java", 0, 0, 0, 0, 0, 153, 2, 57, 212
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\controller\admin\ErrorController.java", "Java", 0, 0, 0, 0, 0, 22, 0, 8, 30
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\controller\admin\MainController.java", "Java", 0, 0, 0, 0, 0, 43, 0, 17, 60
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\controller\admin\api\AboutRestController.java", "Java", 0, 0, 0, 0, 0, 39, 0, 24, 63
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\controller\admin\api\ContactRestController.java", "Java", 0, 0, 0, 0, 0, 36, 0, 19, 55
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\controller\admin\api\IntroRestController.java", "Java", 0, 0, 0, 0, 0, 36, 0, 19, 55
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\controller\admin\api\NoteworthyProjectRestController.java", "Java", 0, 0, 0, 0, 0, 36, 0, 15, 51
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\controller\admin\api\ProjectRestController.java", "Java", 0, 0, 0, 0, 0, 40, 0, 17, 57
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\controller\admin\api\TechnologyRestController.java", "Java", 0, 0, 0, 0, 0, 53, 0, 23, 76
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\controller\api\FileRestController.java", "Java", 0, 0, 0, 0, 0, 23, 0, 10, 33
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\AboutDao.java", "Java", 0, 0, 0, 0, 0, 6, 0, 3, 9
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\AboutDaoImpl.java", "Java", 0, 0, 0, 0, 0, 45, 2, 19, 66
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\ContactDao.java", "Java", 0, 0, 0, 0, 0, 6, 0, 3, 9
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\ContactDaoImpl.java", "Java", 0, 0, 0, 0, 0, 37, 1, 15, 53
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\FacePhotoDao.java", "Java", 0, 0, 0, 0, 0, 7, 0, 4, 11
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\FacePhotoDaoImpl.java", "Java", 0, 0, 0, 0, 0, 67, 6, 30, 103
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\IntroductionDao.java", "Java", 0, 0, 0, 0, 0, 6, 0, 3, 9
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\IntroductionDaoImpl.java", "Java", 0, 0, 0, 0, 0, 32, 1, 21, 54
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\NoteworthyProjectDao.java", "Java", 0, 0, 0, 0, 0, 8, 0, 5, 13
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\NoteworthyProjectDaoImpl.java", "Java", 0, 0, 0, 0, 0, 40, 2, 24, 66
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\SnsLinksDao.java", "Java", 0, 0, 0, 0, 0, 6, 0, 3, 9
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\SnsLinksDaoImpl.java", "Java", 0, 0, 0, 0, 0, 49, 2, 23, 74
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\TechnologyDao.java", "Java", 0, 0, 0, 0, 0, 7, 0, 4, 11
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\TechnologyDaoImpl.java", "Java", 0, 0, 0, 0, 0, 87, 9, 30, 126
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\WorkDao.java", "Java", 0, 0, 0, 0, 0, 8, 0, 4, 12
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\WorkDaoJpaImpl.java", "Java", 0, 0, 0, 0, 0, 95, 10, 44, 149
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\admin\AboutRepository.java", "Java", 0, 0, 0, 0, 0, 14, 0, 6, 20
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\admin\ContactRepository.java", "Java", 0, 0, 0, 0, 0, 10, 0, 5, 15
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\admin\IntroRepository.java", "Java", 0, 0, 0, 0, 0, 12, 0, 6, 18
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\admin\NoteworthyProjectRepository.java", "Java", 0, 0, 0, 0, 0, 8, 0, 5, 13
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\admin\ProjectRepository.java", "Java", 0, 0, 0, 0, 0, 7, 0, 5, 12
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\admin\TechCategoryItemRepository.java", "Java", 0, 0, 0, 0, 0, 6, 0, 4, 10
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dao\admin\TechCategoryRepository.java", "Java", 0, 0, 0, 0, 0, 8, 0, 9, 17
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dto\AboutDTO.java", "Java", 0, 0, 0, 0, 0, 37, 0, 14, 51
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dto\ContactDTO.java", "Java", 0, 0, 0, 0, 0, 21, 0, 13, 34
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dto\IntegerArray.java", "Java", 0, 0, 0, 0, 0, 14, 0, 9, 23
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dto\IntegratedInfo.java", "Java", 0, 0, 0, 0, 0, 117, 6, 55, 178
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dto\IntroDTO.java", "Java", 0, 0, 0, 0, 0, 32, 0, 14, 46
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dto\NoteworthyProjectArray.java", "Java", 0, 0, 0, 0, 0, 18, 0, 11, 29
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dto\NoteworthyProjectDTO.java", "Java", 0, 0, 0, 0, 0, 17, 0, 8, 25
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dto\ProjectDTO.java", "Java", 0, 0, 0, 0, 0, 16, 0, 17, 33
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dto\TechCategoryDTO.java", "Java", 0, 0, 0, 0, 0, 22, 0, 8, 30
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dto\TechCategoryItemDTO.java", "Java", 0, 0, 0, 0, 0, 23, 0, 12, 35
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dto\TechnologyCategory.java", "Java", 0, 0, 0, 0, 0, 23, 0, 10, 33
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\dto\WorkArray.java", "Java", 0, 0, 0, 0, 0, 16, 0, 16, 32
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\entity\About.java", "Java", 0, 0, 0, 0, 0, 48, 0, 14, 62
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\entity\Contact.java", "Java", 0, 0, 0, 0, 0, 44, 0, 16, 60
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\entity\Introduction.java", "Java", 0, 0, 0, 0, 0, 41, 0, 17, 58
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\entity\NoteworthyProject.java", "Java", 0, 0, 0, 0, 0, 37, 0, 12, 49
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\entity\Project.java", "Java", 0, 0, 0, 0, 0, 37, 0, 13, 50
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\entity\ResponseError.java", "Java", 0, 0, 0, 0, 0, 14, 0, 6, 20
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\entity\TechCategory.java", "Java", 0, 0, 0, 0, 0, 25, 0, 9, 34
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\entity\TechCategoryItem.java", "Java", 0, 0, 0, 0, 0, 44, 0, 12, 56
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\entity\Technology.java", "Java", 0, 0, 0, 0, 0, 40, 0, 29, 69
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\entity\Work.java", "Java", 0, 0, 0, 0, 0, 77, 0, 63, 140
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\exc\FileNotFoundException.java", "Java", 0, 0, 0, 0, 0, 12, 0, 3, 15
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\exc\FileStorageException.java", "Java", 0, 0, 0, 0, 0, 11, 0, 4, 15
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\exc\IntegratedExceptionMessage.java", "Java", 0, 0, 0, 0, 0, 23, 0, 19, 42
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\exc\NotFoundException.java", "Java", 0, 0, 0, 0, 0, 24, 0, 9, 33
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\mapper\AboutMapper.java", "Java", 0, 0, 0, 0, 0, 10, 0, 4, 14
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\mapper\ContactMapper.java", "Java", 0, 0, 0, 0, 0, 9, 0, 7, 16
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\mapper\IntroMapper.java", "Java", 0, 0, 0, 0, 0, 9, 0, 7, 16
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\mapper\NoteworthyProjectMapper.java", "Java", 0, 0, 0, 0, 0, 9, 0, 6, 15
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\mapper\ProjectMapper.java", "Java", 0, 0, 0, 0, 0, 9, 0, 4, 13
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\mapper\TechCategoryItemMapper.java", "Java", 0, 0, 0, 0, 0, 10, 0, 4, 14
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\mapper\TechCategoryMapper.java", "Java", 0, 0, 0, 0, 0, 9, 0, 4, 13
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\properties\FileUploadProperties.java", "Java", 0, 0, 0, 0, 0, 10, 0, 4, 14
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\response\IntegratedResponseMessage.java", "Java", 0, 0, 0, 0, 0, 32, 0, 13, 45
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\FileStorageService.java", "Java", 0, 0, 0, 0, 0, 9, 0, 7, 16
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\FileStorageServiceImpl.java", "Java", 0, 0, 0, 0, 0, 79, 0, 20, 99
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\PropertyService.java", "Java", 0, 0, 0, 0, 0, 22, 0, 11, 33
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\PropertyServiceImpl.java", "Java", 0, 0, 0, 0, 0, 85, 0, 38, 123
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\WorkService.java", "Java", 0, 0, 0, 0, 0, 12, 0, 5, 17
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\WorkServiceImpl.java", "Java", 0, 0, 0, 0, 0, 46, 0, 18, 64
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\AboutService.java", "Java", 0, 0, 0, 0, 0, 12, 0, 5, 17
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\AboutServiceImpl.java", "Java", 0, 0, 0, 0, 0, 52, 0, 20, 72
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\ContactService.java", "Java", 0, 0, 0, 0, 0, 12, 0, 7, 19
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\ContactServiceImpl.java", "Java", 0, 0, 0, 0, 0, 55, 0, 17, 72
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\IntroService.java", "Java", 0, 0, 0, 0, 0, 13, 0, 10, 23
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\IntroServiceImpl.java", "Java", 0, 0, 0, 0, 0, 46, 0, 18, 64
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\NoteworthyProjectService.java", "Java", 0, 0, 0, 0, 0, 11, 0, 7, 18
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\NoteworthyProjectServiceImpl.java", "Java", 0, 0, 0, 0, 0, 38, 0, 11, 49
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\ProjectService.java", "Java", 0, 0, 0, 0, 0, 10, 0, 6, 16
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\ProjectServiceImpl.java", "Java", 0, 0, 0, 0, 0, 40, 0, 12, 52
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\TechnologyService.java", "Java", 0, 0, 0, 0, 0, 15, 0, 10, 25
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\TechnologyServiceImpl.java", "Java", 0, 0, 0, 0, 0, 72, 0, 21, 93
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\validator\IsEmpty.java", "Java", 0, 0, 0, 0, 0, 15, 3, 8, 26
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\validator\IsEmptyConstraintValidator.java", "Java", 0, 0, 0, 0, 0, 131, 0, 52, 183
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\validator\IsTechElemForm.java", "Java", 0, 0, 0, 0, 0, 15, 3, 8, 26
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\validator\IsTechElemFormValidator.java", "Java", 0, 0, 0, 0, 0, 51, 4, 33, 88
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\custom-properties\web-basic-content.properties", "Properties", 0, 0, 0, 19, 0, 0, 1, 1, 21
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\static\css\index.css", "CSS", 0, 0, 0, 0, 225, 0, 14, 71, 310
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\static\img\folder.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\static\img\github.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\static\img\menu.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\static\js\admin.js", "JavaScript", 0, 523, 0, 0, 0, 0, 18, 212, 753
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\static\js\index.js", "JavaScript", 0, 250, 0, 0, 0, 0, 28, 43, 321
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\static\js\paper-full.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 31, 0, 32
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\static\js\paper.js", "JavaScript", 0, 51, 0, 0, 0, 0, 7, 13, 71
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\templates\admin.html", "HTML", 335, 0, 0, 0, 0, 0, 25, 49, 409
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\templates\error.html", "HTML", 19, 0, 0, 0, 0, 0, 1, 4, 24
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\templates\footer.html", "HTML", 12, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\templates\head.html", "HTML", 42, 0, 0, 0, 0, 0, 6, 6, 54
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\templates\index.html", "HTML", 354, 0, 0, 0, 0, 0, 34, 38, 426
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\templates\nav.html", "HTML", 60, 0, 0, 0, 0, 0, 1, 1, 62
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\templates\project-box.html", "HTML", 26, 0, 0, 0, 0, 0, 0, 10, 36
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\templates\section.html", "HTML", 27, 0, 0, 0, 0, 0, 0, 2, 29
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\AboutRestControllerIntegrationTest.java", "Java", 0, 0, 0, 0, 0, 191, 0, 65, 256
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\IntroRestControllerIntegrationTest.java", "Java", 0, 0, 0, 0, 0, 167, 0, 60, 227
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\SpringwebappApplicationTests.java", "Java", 0, 0, 0, 0, 0, 9, 0, 5, 14
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\TechnologyRestControllerIntegrationTest.java", "Java", 0, 0, 0, 0, 0, 293, 1, 108, 402
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\controller\admin\api\AboutRestControllerTest.java", "Java", 0, 0, 0, 0, 0, 134, 0, 39, 173
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\controller\admin\api\ContactRestControllerTest.java", "Java", 0, 0, 0, 0, 0, 78, 0, 23, 101
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\controller\admin\api\IntroRestControllerTest.java", "Java", 0, 0, 0, 0, 0, 116, 0, 45, 161
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\controller\admin\api\NoteworthyProjectRestControllerTest.java", "Java", 0, 0, 0, 0, 0, 75, 0, 17, 92
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\controller\admin\api\ProjectRestControllerTest.java", "Java", 0, 0, 0, 0, 0, 79, 0, 33, 112
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\controller\admin\api\TechnologyRestControllerTest.java", "Java", 0, 0, 0, 0, 0, 112, 0, 38, 150
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\controller\api\FileRestControllerTest.java", "Java", 0, 0, 0, 0, 0, 27, 0, 11, 38
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\dao\admin\AboutRepositoryTest.java", "Java", 0, 0, 0, 0, 0, 89, 0, 41, 130
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\dao\admin\ContactRepositoryTest.java", "Java", 0, 0, 0, 0, 0, 84, 0, 34, 118
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\dao\admin\IntroRepositoryTest.java", "Java", 0, 0, 0, 0, 0, 84, 0, 27, 111
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\dao\admin\NoteworthyProjectRepositoryTest.java", "Java", 0, 0, 0, 0, 0, 88, 0, 33, 121
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\dao\admin\ProjectRepositoryTest.java", "Java", 0, 0, 0, 0, 0, 92, 0, 32, 124
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\dao\admin\TechCategoryRepositoryTest.java", "Java", 0, 0, 0, 0, 0, 105, 0, 45, 150
"Total", "-", 875, 825, 3, 19, 225, 4786, 218, 2465, 9416